32,9.375,3.125,40.02,0.0,1,0,0,0,0,False,False,False,False,False,False,True,False,True,False,False
46,4.347826087,0.0,43.61,0.06741573,0,0,0,89,35,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0.0,65.58,0.166666667,0,0,0,12,5,False,False,False,True,False,False,False,False,False,False,True
36,5.555555556,5.555555556,54.39,0.0,1,0,0,0,-33,True,False,False,False,False,False,False,False,False,False,True
33,12.12121212,3.03030303,75.0,0.117647059,0,0,0,17,0,False,False,False,True,False,False,False,False,False,False,True
36,5.555555556,2.777777778,25.02,0.0,1,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True
42,11.9047619,0.0,76.37,0.005300353,0,0,0,566,-238,False,True,False,False,False,False,False,False,False,True,False
46,73.91304348,2.173913043,81.64,0.079646018,1,0,0,1017,-32,True,False,False,False,False,False,False,False,True,False,False
37,72.97297297,18.91891892,76.8,0.145488029,1,1,1,543,39,False,False,False,True,False,False,False,False,False,False,True
44,11.36363636,2.272727273,53.96,0.040540541,1,0,0,222,-3,True,False,False,False,False,False,False,False,True,False,False
39,53.84615385,35.8974359,106.89,0.101123596,1,0,0,979,-129,False,False,False,False,True,False,False,False,False,True,False
15,33.33333333,6.666666667,29.02,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False
0,0.0,0.0,96.97,0.064102564,1,0,0,78,-4,False,False,False,False,False,True,False,False,False,False,True
36,2.777777778,2.777777778,85.39,0.060532688,1,0,0,413,12,False,False,False,True,False,False,False,False,False,False,True
0,0.0,0.0,93.85,0.114285714,0,0,0,35,-22,False,False,False,False,True,False,False,False,False,True,False
46,10.86956522,2.173913043,99.71,0.008818342,1,0,0,567,-1,False,True,False,False,False,False,False,False,True,False,False
45,24.44444444,6.666666667,35.63,0.027093596,1,0,0,812,-9,False,True,False,False,False,False,False,False,False,True,False
33,75.75757576,6.060606061,123.66,0.008163265,1,0,0,245,-5,False,False,False,False,False,True,False,False,False,True,False
6,16.66666667,0.0,40.22,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False
23,26.08695652,0.0,31.0,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True
21,76.19047619,33.33333333,40.02,0.0,0,0,0,0,-297,False,False,False,False,False,True,False,False,False,True,False
11,36.36363636,18.18181818,40.02,0.0,1,1,0,0,0,False,False,False,False,False,False,True,False,True,False,False
5,80.0,0.0,40.0,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True
48,4.166666667,2.083333333,88.73,0.040682415,0,0,0,762,-36,False,False,False,False,True,False,False,False,False,True,False
0,0.0,0.0,113.96,0.0,0,0,0,0,-7,False,False,False,False,False,True,False,False,False,True,False
7,14.28571429,0.0,40.02,0.0,1,0,0,0,-1,False,False,False,False,False,True,False,False,True,False,False
53,7.547169811,0.0,19.73,0.0,1,0,0,0,-108,False,False,False,False,False,True,False,False,False,False,True
31,12.90322581,3.225806452,40.02,0.0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False
0,0.0,0.0,130.41,0.045045045,1,0,0,111,-1,False,False,False,False,False,True,False,False,False,False,True
27,29.62962963,7.407407407,40.02,0.0,1,0,0,0,0,False,False,False,False,False,False,True,False,False,True,False
10,100.0,70.0,40.02,0.0,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,True
0,0.0,0.0,15.3,0.0,0,0,0,0,-561,True,False,False,False,False,False,False,False,False,True,False
13,61.53846154,15.38461538,56.11,0.0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True
45,6.666666667,4.444444444,52.21,0.157894737,0,0,0,57,-4,False,True,False,False,False,False,False,False,True,False,False
44,38.63636364,6.818181818,56.49,0.010893246,0,0,0,918,0,False,True,False,False,False,False,False,False,False,True,False
16,0.0,0.0,50.91,0.0,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False
49,6.12244898,0.0,40.02,0.0,1,1,0,0,0,True,False,False,False,False,False,False,False,True,False,False
18,16.66666667,0.0,53.24,0.132075472,1,0,0,318,21,False,False,False,False,False,True,False,False,False,False,True
36,16.66666667,5.555555556,52.54,0.0,1,0,0,0,-19,False,False,False,False,True,False,False,False,True,False,False
33,27.27272727,6.060606061,40.02,0.0,1,0,0,0,-7,False,False,False,False,True,False,False,False,True,False,False
44,2.272727273,0.0,150.2,0.0,0,0,0,0,-123,False,False,False,False,True,False,False,False,False,True,False
43,20.93023256,0.0,147.03,0.0,0,0,0,0,-130,False,True,False,False,False,False,False,False,True,False,False
40,10.0,5.0,50.12,0.0,1,0,0,0,-1,False,False,False,False,True,False,False,False,True,False,False
53,18.86792453,3.773584906,61.95,0.018552876,0,1,0,539,-12,False,False,False,False,False,False,True,False,False,True,False
9,88.88888889,22.22222222,40.02,0.0,1,0,1,0,0,False,False,False,False,False,False,True,False,False,False,True
42,16.66666667,2.380952381,40.25,0.0,1,0,0,0,-16,False,False,False,False,False,True,False,False,True,False,False
10,50.0,0.0,140.07,0.0,0,0,0,0,-454,False,False,False,False,False,True,False,False,True,False,False
44,11.36363636,0.0,60.78,0.0,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
21,19.04761905,9.523809524,40.2,0.0,1,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
8,0.0,0.0,103.79,0.045454545,0,0,0,66,-58,False,False,False,False,False,True,False,True,False,False,False
37,67.56756757,0.0,27.06,0.0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False
